clicks_final;impressions_final;cost_final;leads_final;conversions_final;sale_amount_final;conversion_rate_final;Keyword;year;month_num;day;quarter;day_num;week_num;is_weekend;profit;CTR;is_mobile;is_tablet;is_desktop
196;3205;188.82;24;8;1837;0.0408163265;data analytics course ;2024;11;24;4;1;48;1;1648.18;0.0611544462;0;0;1
184;5463;224.58;30;6;1565;0.0326086957;data anaytics training;2024;11;26;4;3;48;0;1340.42;0.0336811276;0;1;0
103;5667;232.48;26;8;1888;0.0776699029;learn data analytics  ;2024;11;16;4;7;46;1;1655.52;0.0181754014;0;1;0
120;4666;180.72;30;3;1627;0.025;analytics for data    ;2024;11;24;4;1;48;1;1446.28;0.0257179597;1;0;0
148;3632;214.46;28;10;1589;0.0675675676;data anaytics training;2024;11;18;4;2;47;0;1374.54;0.0407488987;1;0;0
80;3834;181.22;15;3;1270;0.0375;learn data analytics  ;2024;11;22;4;6;47;0;1088.78;0.0208659364;0;1;0
168;3934;246.09;24;6;1592;0.0357142857;data analitics online ;2024;11;24;4;1;48;1;1345.91;0.0427046263;0;1;0
136;5724;218.37;25;10;1268;0.0735294118;data analytics course ;2024;11;18;4;2;47;0;1049.63;0.0237596087;0;0;1
86;4763;243.78;11;8;1770;0.0930232558;learn data analytics  ;2024;11;13;4;4;46;0;1526.22;0.0180558472;1;0;0
175;3095;236.86;22;4;1617;0.0228571429;analytics for data    ;2024;11;20;4;4;47;0;1380.14;0.056542811;1;0;0
173;5554;185.09;22;4;1000;0.0231213873;data analytics course ;2024;11;1;4;6;44;0;814.91;0.0311487216;0;0;1
192;3407;223.29;29;9;1538;0.046875;data anaytics training;2024;11;25;4;2;48;0;1314.71;0.0563545641;0;1;0
190;4465;241.38;28;5;1910;0.0263157895;analytics for data    ;2024;11;4;4;2;45;0;1668.62;0.0425531915;0;0;1
161;3311;221.64;16;5;1006;0.0310559006;online data analytic  ;2024;11;2;4;7;44;1;784.36;0.0486257928;0;1;0
197;3265;200.4;15;3;1882;0.0152284264;learn data analytics  ;2024;11;1;4;6;44;0;1681.6;0.0603369066;1;0;0
80;4969;210.7;25;3;1146;0.0375;analytics for data    ;2024;11;5;4;3;45;0;935.3;0.0160998189;0;1;0
145;5368;200.88;14;4;1125;0.0275862069;learn data analytics  ;2024;11;27;4;4;48;0;924.12;0.0270119225;0;1;0
90;5851;232.94;22;8;1421;0.0888888889;learn data analytics  ;2024;11;28;4;5;48;0;1188.06;0.015381986;0;0;1
109;4884;228.13;11;8;1680;0.0733944954;data anaytics training;2024;11;15;4;6;46;0;1451.87;0.0223177723;0;0;1
130;5719;214.29;10;5;1208;0.0384615385;analytics for data    ;2024;11;23;4;7;47;1;993.71;0.0227312467;0;0;1
179;5828;247.84;15;4;1127;0.0223463687;analytics for data    ;2024;11;14;4;5;46;0;879.16;0.0307137955;1;0;0
181;4935;239.29;15;5;1497;0.0276243094;data anaytics training;2024;11;9;4;7;45;1;1257.71;0.0366767984;0;0;1
188;4491;201.73;24;7;1906;0.0372340426;online data analytic  ;2024;11;21;4;5;47;0;1704.27;0.0418615008;1;0;0
139;3659;189.09;16;4;1892;0.0287769784;data anaytics training;2024;11;29;4;6;48;0;1702.91;0.0379885215;0;0;1
99;4809;210.6;24;8;1504;0.0808080808;data analytics course ;2024;11;13;4;4;46;0;1293.4;0.0205864005;1;0;0
95;5844;211.95;10;9;1444;0.0947368421;learn data analytics  ;2024;11;8;4;6;45;0;1232.05;0.016255989;0;1;0
131;5559;214.29;28;5;1604;0.0381679389;analytics for data    ;2024;11;29;4;6;48;0;1389.71;0.0235653895;0;0;1
190;4630;217.6;27;4;1900;0.0210526316;data anaytics training;2024;11;23;4;7;47;1;1682.4;0.0410367171;0;1;0
123;3340;225.16;23;8;1563;0.0650406504;online data analytic  ;2024;11;26;4;3;48;0;1337.84;0.0368263473;1;0;0
97;3330;182.98;15;3;1102;0.0309278351;data analitics online ;2024;11;14;4;5;46;0;919.02;0.0291291291;0;1;0
164;3117;198.53;25;5;1749;0.0304878049;analytics for data    ;2024;11;29;4;6;48;0;1550.47;0.0526146936;1;0;0
134;3562;247.59;24;10;1295;0.0746268657;analytics for data    ;2024;11;1;4;6;44;0;1047.41;0.037619315;0;1;0
117;5144;221.76;23;3;1338;0.0256410256;analytics for data    ;2024;11;11;4;2;46;0;1116.24;0.0227449456;1;0;0
168;4375;217.98;19;8;1267;0.0476190476;online data analytic  ;2024;11;6;4;4;45;0;1049.02;0.0384;1;0;0
173;3328;224.17;15;10;1904;0.0578034682;online data analytic  ;2024;11;28;4;5;48;0;1679.83;0.0519831731;1;0;0
158;4336;238.29;26;9;1245;0.0569620253;online data analytic  ;2024;11;30;4;7;48;1;1006.71;0.0364391144;0;1;0
135;5063;195.58;22;6;1502;0.0444444444;learn data analytics  ;2024;11;29;4;6;48;0;1306.42;0.0266640332;0;1;0
182;5993;214.29;19;3;1254;0.0164835165;data anaytics training;2024;11;19;4;3;47;0;1039.71;0.0303687636;0;0;1
83;3926;237.07;22;5;1667;0.0602409639;analytics for data    ;2024;11;7;4;5;45;0;1429.93;0.0211411105;1;0;0
85;5570;221.73;14;7;1292;0.0823529412;data analitics online ;2024;11;29;4;6;48;0;1070.27;0.0152603232;0;1;0
98;5571;208.4;15;7;1890;0.0714285714;analytics for data    ;2024;11;14;4;5;46;0;1681.6;0.0175910968;0;0;1
151;5700;182.27;13;3;1255;0.0198675497;data analytics course ;2024;11;23;4;7;47;1;1072.73;0.0264912281;1;0;0
122;4441;244.38;25;6;1507;0.0491803279;analytics for data    ;2024;11;2;4;7;44;1;1262.62;0.0274712902;0;0;1
84;4646;226.32;11;7;1596;0.0833333333;analytics for data    ;2024;11;30;4;7;48;1;1369.68;0.0180800689;0;1;0
127;5964;182.01;26;7;1490;0.0551181102;data analytics course ;2024;11;25;4;2;48;0;1307.99;0.0212944333;0;0;1
148;4725;187.02;25;3;1586;0.0202702703;learn data analytics  ;2024;11;15;4;6;46;0;1398.98;0.0313227513;1;0;0
85;4230;233.73;18;8;1998;0.0941176471;data analytics course ;2024;11;8;4;6;45;0;1764.27;0.0200945626;0;1;0
105;3880;246.63;19;8;1598;0.0761904762;data anaytics training;2024;11;13;4;4;46;0;1351.37;0.0270618557;1;0;0
187;3842;214.35;28;5;1596;0.0267379679;online data analytic  ;2024;11;13;4;4;46;0;1381.65;0.0486725664;1;0;0
153;3143;244.73;12;10;1365;0.0653594771;online data analytic  ;2024;11;15;4;6;46;0;1120.27;0.0486796055;1;0;0
143;5781;208.63;21;9;1443;0.0629370629;data analitics online ;2024;11;26;4;3;48;0;1234.37;0.0247362048;1;0;0
183;3790;202.48;21;8;1215;0.043715847;data anaytics training;2024;11;26;4;3;48;0;1012.52;0.0482849604;0;0;1
172;4250;235.2;28;7;1036;0.0406976744;learn data analytics  ;2024;11;6;4;4;45;0;800.8;0.0404705882;1;0;0
98;3800;240.45;16;3;1700;0.0306122449;data analytics course ;2024;11;1;4;6;44;0;1459.55;0.0257894737;0;0;1
87;4675;200.71;28;6;1428;0.0689655172;analytics for data    ;2024;11;20;4;4;47;0;1227.29;0.0186096257;1;0;0
84;5711;216.02;13;6;1654;0.0714285714;data anaytics training;2024;11;17;4;1;47;1;1437.98;0.0147084574;0;0;1
151;3022;191.35;13;4;1133;0.0264900662;learn data analytics  ;2024;11;18;4;2;47;0;941.65;0.0499669093;1;0;0
113;5407;203.23;15;9;1745;0.0796460177;data anaytics training;2024;11;16;4;7;46;1;1541.77;0.0208988348;0;0;1
89;5095;202.21;22;4;1065;0.0449438202;data analytics course ;2024;11;7;4;5;45;0;862.79;0.017468106;0;1;0
174;3587;217.67;10;7;1226;0.0402298851;data anaytics training;2024;11;22;4;6;47;0;1008.33;0.0485085029;1;0;0
166;5524;205.53;25;7;1241;0.0421686747;analytics for data    ;2024;11;24;4;1;48;1;1035.47;0.0300506879;1;0;0
196;3777;246.52;20;5;1159;0.0255102041;data analytics course ;2024;11;15;4;6;46;0;912.48;0.0518930368;0;0;1
97;3480;233.32;22;3;1008;0.0309278351;data analitics online ;2024;11;28;4;5;48;0;774.68;0.0278735632;0;0;1
89;4200;200.98;23;8;1476;0.0898876404;data analytics course ;2024;11;23;4;7;47;1;1275.02;0.0211904762;1;0;0
130;5384;218.6;24;8;1943;0.0615384615;learn data analytics  ;2024;11;28;4;5;48;0;1724.4;0.0241456166;1;0;0
103;4766;245.34;11;8;1488;0.0776699029;analytics for data    ;2024;11;8;4;6;45;0;1242.66;0.0216114142;0;0;1
138;3322;196.83;17;8;1507;0.0579710145;online data analytic  ;2024;11;1;4;6;44;0;1310.17;0.0415412402;0;0;1
127;4625;207.62;17;3;1811;0.0236220472;learn data analytics  ;2024;11;17;4;1;47;1;1603.38;0.0274594595;0;0;1
170;4689;195.98;26;6;1873;0.0352941176;data analitics online ;2024;11;14;4;5;46;0;1677.02;0.036255065;0;0;1
115;3764;197.47;20;5;1952;0.0434782609;learn data analytics  ;2024;11;27;4;4;48;0;1754.53;0.0305526036;0;0;1
132;3365;198.01;17;9;1161;0.0681818182;analytics for data    ;2024;11;14;4;5;46;0;962.99;0.0392273403;0;0;1
168;3392;230.77;15;9;1504;0.0535714286;online data analytic  ;2024;11;11;4;2;46;0;1273.23;0.0495283019;1;0;0
145;5978;223.3;30;10;1859;0.0689655172;online data analytic  ;2024;11;20;4;4;47;0;1635.7;0.0242556039;1;0;0
163;3340;217.35;26;7;1751;0.0429447853;data anaytics training;2024;11;24;4;1;48;1;1533.65;0.0488023952;0;1;0
84;4407;192.52;19;10;1221;0.119047619;learn data analytics  ;2024;11;3;4;1;45;1;1028.48;0.0190605854;0;1;0
124;3180;180.8;17;6;1822;0.0483870968;online data analytic  ;2024;11;11;4;2;46;0;1641.2;0.0389937107;1;0;0
162;4947;233.76;23;6;1973;0.037037037;data analytics course ;2024;11;15;4;6;46;0;1739.24;0.0327471195;0;1;0
119;4480;184.25;20;3;1985;0.025210084;online data analytic  ;2024;11;22;4;6;47;0;1800.75;0.0265625;1;0;0
151;5595;246.66;24;4;1921;0.0264900662;learn data analytics  ;2024;11;29;4;6;48;0;1674.34;0.0269883825;0;0;1
190;4808;199.94;16;6;1454;0.0315789474;data analitics online ;2024;11;3;4;1;45;1;1254.06;0.0395174709;0;0;1
138;3382;204.12;27;7;1386;0.0507246377;learn data analytics  ;2024;11;5;4;3;45;0;1181.88;0.0408042578;0;1;0
100;4643;214.46;16;9;1179;0.09;online data analytic  ;2024;11;3;4;1;45;1;964.54;0.0215377988;0;1;0
187;5400;210;14;7;1945;0.0374331551;analytics for data    ;2024;11;15;4;6;46;0;1735.0;0.0346296296;0;0;1
176;3400;191.5;29;3;1429;0.0170454545;online data analytic  ;2024;11;28;4;5;48;0;1237.5;0.0517647059;1;0;0
117;4223;217.98;28;6;1489;0.0512820513;data anaytics training;2024;11;10;4;1;46;1;1271.02;0.0277054227;1;0;0
196;4480;206.31;24;8;1426;0.0408163265;data analitics online ;2024;11;23;4;7;47;1;1219.69;0.04375;0;1;0
155;3864;222.17;12;3;1407;0.0193548387;data anaytics training;2024;11;21;4;5;47;0;1184.83;0.0401138716;1;0;0
188;3838;240.99;15;3;1951;0.0159574468;data analytics course ;2024;11;10;4;1;46;1;1710.01;0.0489838458;1;0;0
81;5659;222.98;25;4;1654;0.049382716;data analitics online ;2024;11;19;4;3;47;0;1431.02;0.0143134829;0;1;0
125;4794;214.29;28;7;1453;0.056;data analitics online ;2024;11;22;4;6;47;0;1238.71;0.0260742595;0;0;1
158;5214;222.28;21;3;1630;0.0189873418;data analytics course ;2024;11;3;4;1;45;1;1407.72;0.0303030303;0;0;1
133;5762;196.02;10;5;1502;0.037593985;data analytics course ;2024;11;3;4;1;45;1;1305.98;0.0230822631;0;1;0
128;5026;239.88;15;9;1745;0.0703125;analytics for data    ;2024;11;25;4;2;48;0;1505.12;0.0254675686;1;0;0
148;3883;181.4;30;4;1966;0.027027027;analytics for data    ;2024;11;16;4;7;46;1;1784.6;0.0381148596;0;0;1
92;4605;234.69;29;3;1264;0.0326086957;data anaytics training;2024;11;30;4;7;48;1;1029.31;0.0199782845;1;0;0
147;4538;205.83;25;8;1728;0.0544217687;data analytics course ;2024;11;2;4;7;44;1;1522.17;0.0323931247;0;0;1
136;5454;247.7;13;6;1687;0.0441176471;data analitics online ;2024;11;6;4;4;45;0;1439.3;0.0249358269;1;0;0
132;4957;220.43;28;6;1218;0.0454545455;online data analytic  ;2024;11;3;4;1;45;1;997.57;0.0266290095;1;0;0
173;4480;241.61;28;3;1191;0.0173410405;learn data analytics  ;2024;11;13;4;4;46;0;949.39;0.0386160714;0;1;0
85;4747;224.35;26;5;1087;0.0588235294;data analytics course ;2024;11;1;4;6;44;0;862.65;0.0179060459;0;1;0
129;5874;200.17;12;5;1405;0.0387596899;online data analytic  ;2024;11;29;4;6;48;0;1204.83;0.0219611849;0;1;0
181;4730;243.35;16;4;1975;0.0220994475;online data analytic  ;2024;11;20;4;4;47;0;1731.65;0.0382663848;1;0;0
85;5341;249.64;21;6;1388;0.0705882353;online data analytic  ;2024;11;10;4;1;46;1;1138.36;0.0159146227;1;0;0
92;4327;188.6;14;7;1140;0.0760869565;data anaytics training;2024;11;22;4;6;47;0;951.4;0.0212618442;0;1;0
192;4549;180.82;27;4;1847;0.0208333333;data anaytics training;2024;11;9;4;7;45;1;1666.18;0.0422070785;1;0;0
146;4484;194.67;27;9;1234;0.0616438356;data anaytics training;2024;11;2;4;7;44;1;1039.33;0.0325602141;0;1;0
178;4311;205.46;18;4;1671;0.0224719101;analytics for data    ;2024;11;18;4;2;47;0;1465.54;0.041289724;0;1;0
197;3009;233.44;22;9;1374;0.0456852792;analytics for data    ;2024;11;18;4;2;47;0;1140.56;0.0654702559;0;1;0
176;3110;205.23;23;5;1746;0.0284090909;online data analytic  ;2024;11;19;4;3;47;0;1540.77;0.0565916399;0;0;1
98;3365;224.28;27;9;1108;0.0918367347;data anaytics training;2024;11;27;4;4;48;0;883.72;0.0291233284;0;0;1
105;3274;187.89;24;4;1360;0.0380952381;learn data analytics  ;2024;11;9;4;7;45;1;1172.11;0.0320708613;0;0;1
113;3231;210.13;19;10;1234;0.0884955752;online data analytic  ;2024;11;15;4;6;46;0;1023.87;0.0349736924;0;0;1
139;3440;246.53;13;10;1217;0.071942446;online data analytic  ;2024;11;27;4;4;48;0;970.47;0.0404069767;0;1;0
88;5196;197.32;26;5;1438;0.0568181818;online data analytic  ;2024;11;3;4;1;45;1;1240.68;0.0169361047;0;0;1
106;5321;239.76;11;7;1910;0.0660377358;data anaytics training;2024;11;24;4;1;48;1;1670.24;0.0199210675;0;0;1
148;5841;243.09;15;7;1535;0.0472972973;data analitics online ;2024;11;29;4;6;48;0;1291.91;0.025338127;1;0;0
174;4480;227.96;25;5;1566;0.0287356322;online data analytic  ;2024;11;15;4;6;46;0;1338.04;0.0388392857;0;1;0
196;5776;227.24;30;4;1504;0.0204081633;data anaytics training;2024;11;4;4;2;45;0;1276.76;0.033933518;1;0;0
128;4729;243.45;25;9;1782;0.0703125;learn data analytics  ;2024;11;23;4;7;47;1;1538.55;0.0270670332;0;0;1
163;5371;215.89;29;7;1906;0.0429447853;data analytics course ;2024;11;5;4;3;45;0;1690.11;0.0303481661;0;1;0
183;5268;203.65;17;5;1731;0.0273224044;learn data analytics  ;2024;11;12;4;3;46;0;1527.35;0.034738041;1;0;0
196;5386;224.31;23;4;1423;0.0204081633;learn data analytics  ;2024;11;30;4;7;48;1;1198.69;0.0363906424;0;1;0
121;4432;218.71;25;10;1568;0.0826446281;analytics for data    ;2024;11;13;4;4;46;0;1349.29;0.027301444;0;0;1
174;3031;242.32;25;6;1381;0.0344827586;online data analytic  ;2024;11;8;4;6;45;0;1138.68;0.0574067964;1;0;0
142;5999;214.05;27;7;1064;0.0492957746;analytics for data    ;2024;11;21;4;5;47;0;849.95;0.0236706118;0;0;1
118;3274;222.62;10;3;1716;0.0254237288;analytics for data    ;2024;11;9;4;7;45;1;1493.38;0.0360415394;0;1;0
118;5889;193.01;17;10;1789;0.0847457627;online data analytic  ;2024;11;10;4;1;46;1;1595.99;0.0200373578;0;0;1
149;5601;222.01;15;6;1514;0.0402684564;analytics for data    ;2024;11;25;4;2;48;0;1291.99;0.0266023924;0;0;1
127;4295;212.6;26;10;1713;0.0787401575;data analytics course ;2024;11;19;4;3;47;0;1500.4;0.0295692666;0;1;0
195;5135;226.37;17;3;1507;0.0153846154;data anaytics training;2024;11;24;4;1;48;1;1280.63;0.0379746835;0;0;1
173;5233;229.38;28;7;1322;0.0404624277;learn data analytics  ;2024;11;16;4;7;46;1;1092.62;0.0330594305;1;0;0
131;5727;218.65;28;4;1631;0.0305343511;data anaytics training;2024;11;7;4;5;45;0;1412.35;0.0228741051;1;0;0
105;4691;213.15;21;3;1276;0.0285714286;analytics for data    ;2024;11;22;4;6;47;0;1062.85;0.0223832871;0;0;1
104;3409;207.63;19;4;1195;0.0384615385;analytics for data    ;2024;11;16;4;7;46;1;987.37;0.0305074802;1;0;0
139;4333;230.05;19;6;1407;0.0431654676;analytics for data    ;2024;11;21;4;5;47;0;1176.95;0.0320793907;0;0;1
110;4430;197.84;23;5;1504;0.0454545455;learn data analytics  ;2024;11;15;4;6;46;0;1306.16;0.0248306998;1;0;0
193;4860;181.27;14;5;1507;0.0259067358;online data analytic  ;2024;11;16;4;7;46;1;1325.73;0.0397119342;0;0;1
109;4396;188.6;11;10;1451;0.0917431193;data anaytics training;2024;11;18;4;2;47;0;1262.4;0.0247952684;1;0;0
141;5000;223.7;29;10;1909;0.0709219858;data analitics online ;2024;11;12;4;3;46;0;1685.3;0.0282;0;1;0
182;3487;211.71;23;7;1027;0.0384615385;data analitics online ;2024;11;24;4;1;48;1;815.29;0.0521938629;1;0;0
179;4236;245.01;23;7;1822;0.0391061453;learn data analytics  ;2024;11;7;4;5;45;0;1576.99;0.0422568461;1;0;0
89;5349;214;20;8;1371;0.0898876404;data analitics online ;2024;11;28;4;5;48;0;1157.0;0.016638624;0;1;0
181;5678;226.89;22;10;1992;0.0552486188;data anaytics training;2024;11;2;4;7;44;1;1765.11;0.0318774216;0;1;0
85;5247;219.97;15;7;1612;0.0823529412;analytics for data    ;2024;11;20;4;4;47;0;1392.03;0.0161997332;0;0;1
179;3685;202.66;15;7;1634;0.0391061453;data analytics course ;2024;11;18;4;2;47;0;1431.34;0.0485753053;0;0;1
172;5862;202;23;4;1469;0.023255814;online data analytic  ;2024;11;28;4;5;48;0;1267.0;0.0293415217;0;0;1
196;5040;197.08;11;9;1774;0.0459183673;data analytics course ;2024;11;22;4;6;47;0;1576.92;0.0388888889;0;0;1
136;3423;223.95;30;4;1480;0.0294117647;analytics for data    ;2024;11;3;4;1;45;1;1256.05;0.0397312299;0;0;1
135;5981;228.66;26;6;1515;0.0444444444;data anaytics training;2024;11;12;4;3;46;0;1286.34;0.0225714763;0;0;1
97;3495;230.83;16;6;1675;0.0618556701;analytics for data    ;2024;11;23;4;7;47;1;1444.17;0.0277539342;0;1;0
137;3702;215.41;25;9;1010;0.0656934307;learn data analytics  ;2024;11;10;4;1;46;1;794.59;0.0370070232;0;0;1
164;3405;217.58;10;3;1885;0.0182926829;data analitics online ;2024;11;30;4;7;48;1;1667.42;0.048164464;0;0;1
178;3370;180.66;25;9;1830;0.0505617978;online data analytic  ;2024;11;24;4;1;48;1;1649.34;0.0528189911;0;0;1
146;4455;227.13;16;5;1040;0.0342465753;online data analytic  ;2024;11;24;4;1;48;1;812.87;0.0327721661;0;1;0
149;4670;218.31;10;10;1623;0.067114094;analytics for data    ;2024;11;2;4;7;44;1;1404.69;0.0319057816;1;0;0
193;4287;204.62;15;3;1800;0.0155440415;data anaytics training;2024;11;9;4;7;45;1;1595.38;0.0450198274;0;1;0
143;3546;183.41;27;7;1701;0.048951049;data anaytics training;2024;11;28;4;5;48;0;1517.59;0.0403271292;1;0;0
106;4740;229.13;19;3;1149;0.0283018868;online data analytic  ;2024;11;11;4;2;46;0;919.87;0.0223628692;0;0;1
131;5642;184.57;20;9;1827;0.0687022901;data analytics course ;2024;11;16;4;7;46;1;1642.43;0.0232187168;1;0;0
111;4161;185.58;10;7;1434;0.0630630631;data anaytics training;2024;11;4;4;2;45;0;1248.42;0.0266762797;0;0;1
144;4241;181.4;24;5;1693;0.0347222222;online data analytic  ;2024;11;19;4;3;47;0;1511.6;0.0339542561;1;0;0
151;5875;192.46;28;7;1459;0.0463576159;data analitics online ;2024;11;18;4;2;47;0;1266.54;0.0257021277;1;0;0
146;5457;214.29;15;5;1029;0.0342465753;data analytics course ;2024;11;2;4;7;44;1;814.71;0.0267546271;0;0;1
133;4780;198.66;22;4;1905;0.030075188;online data analytic  ;2024;11;9;4;7;45;1;1706.34;0.0278242678;0;1;0
136;5922;239.1;12;3;1733;0.0220588235;data analytics course ;2024;11;6;4;4;45;0;1493.9;0.0229652145;0;0;1
82;3454;228.02;30;7;1463;0.0853658537;learn data analytics  ;2024;11;9;4;7;45;1;1234.98;0.0237405906;0;0;1
135;3449;200.06;17;5;1950;0.037037037;data analytics course ;2024;11;7;4;5;45;0;1749.94;0.0391417802;1;0;0
199;4287;235.58;12;10;1276;0.0502512563;data analytics course ;2024;11;10;4;1;46;1;1040.42;0.0464194075;0;1;0
123;5000;187.67;25;3;1351;0.0243902439;data analitics online ;2024;11;7;4;5;45;0;1163.33;0.0246;0;1;0
154;3437;211.63;28;4;1604;0.025974026;data anaytics training;2024;11;14;4;5;46;0;1392.37;0.0448065173;0;1;0
88;3475;191.96;12;7;1204;0.0795454545;online data analytic  ;2024;11;25;4;2;48;0;1012.04;0.025323741;0;0;1
165;4889;180.19;21;4;1458;0.0242424242;analytics for data    ;2024;11;19;4;3;47;0;1277.81;0.033749233;1;0;0
87;3639;220.76;22;3;1231;0.0344827586;analytics for data    ;2024;11;14;4;5;46;0;1010.24;0.0239076669;1;0;0
147;3959;181.18;27;9;1627;0.0612244898;analytics for data    ;2024;11;26;4;3;48;0;1445.82;0.0371305885;1;0;0
137;5400;180.04;10;10;1375;0.0729927007;analytics for data    ;2024;11;29;4;6;48;0;1194.96;0.0253703704;0;1;0
188;5528;245.03;13;10;1202;0.0531914894;analytics for data    ;2024;11;29;4;6;48;0;956.97;0.0340086831;0;0;1
162;5456;193.69;10;6;1992;0.037037037;online data analytic  ;2024;11;29;4;6;48;0;1798.31;0.0296920821;0;1;0
102;4308;221.54;13;7;1096;0.068627451;data analitics online ;2024;11;8;4;6;45;0;874.46;0.0236768802;1;0;0
120;3245;196.09;15;9;1056;0.075;data anaytics training;2024;11;22;4;6;47;0;859.91;0.0369799692;0;0;1
125;3339;205.32;18;4;1985;0.032;data analytics course ;2024;11;28;4;5;48;0;1779.68;0.0374363582;0;0;1
155;5977;187.28;16;7;1607;0.0451612903;online data analytic  ;2024;11;10;4;1;46;1;1419.72;0.0259327422;0;0;1
137;4231;226.49;25;5;1078;0.0364963504;analytics for data    ;2024;11;12;4;3;46;0;851.51;0.032380052;0;1;0
91;4506;195.99;12;3;1179;0.032967033;learn data analytics  ;2024;11;22;4;6;47;0;983.01;0.0201952952;0;1;0
87;4869;220.97;29;5;1480;0.0574712644;data anaytics training;2024;11;5;4;3;45;0;1259.03;0.0178681454;0;0;1
124;5716;217.84;28;8;1791;0.064516129;data anaytics training;2024;11;24;4;1;48;1;1573.16;0.021693492;1;0;0
128;3243;208.41;14;6;1514;0.046875;online data analytic  ;2024;11;2;4;7;44;1;1305.59;0.0394696269;1;0;0
111;3911;239.24;28;9;1097;0.0810810811;online data analytic  ;2024;11;1;4;6;44;0;857.76;0.0283814881;0;1;0
89;3982;209.87;27;7;1920;0.0786516854;data analytics course ;2024;11;4;4;2;45;0;1710.13;0.0223505776;0;0;1
107;5299;207.36;19;8;1567;0.0747663551;data anaytics training;2024;11;26;4;3;48;0;1359.64;0.0201924891;0;1;0
181;4150;236.69;15;5;1251;0.0276243094;data analitics online ;2024;11;10;4;1;46;1;1014.31;0.0436144578;1;0;0
110;5925;188.18;29;9;1682;0.0818181818;data anaytics training;2024;11;23;4;7;47;1;1493.82;0.0185654008;0;0;1
85;4010;195.26;17;4;1853;0.0470588235;data analitics online ;2024;11;6;4;4;45;0;1657.74;0.0211970075;1;0;0
125;5767;214;12;8;1020;0.064;data analitics online ;2024;11;19;4;3;47;0;806.0;0.0216750477;0;1;0
163;4480;214;11;3;1819;0.018404908;data anaytics training;2024;11;20;4;4;47;0;1605.0;0.0363839286;0;1;0
129;3787;229.81;10;6;1221;0.0465116279;online data analytic  ;2024;11;13;4;4;46;0;991.19;0.0340639028;0;0;1
112;4834;212.27;11;7;1524;0.0625;data analitics online ;2024;11;27;4;4;48;0;1311.73;0.023169218;1;0;0
104;3031;188.47;13;6;1998;0.0576923077;data anaytics training;2024;11;5;4;3;45;0;1809.53;0.0343121082;0;0;1
132;3754;180.88;21;10;1601;0.0757575758;online data analytic  ;2024;11;24;4;1;48;1;1420.12;0.0351624933;1;0;0
113;3281;241.85;16;6;1502;0.0530973451;data analitics online ;2024;11;8;4;6;45;0;1260.15;0.0344407193;0;1;0
109;4910;236.2;20;8;1145;0.0733944954;data anaytics training;2024;11;8;4;6;45;0;908.8;0.0221995927;0;1;0
144;5026;231.82;14;4;1645;0.0277777778;data analytics course ;2024;11;10;4;1;46;1;1413.18;0.0286510147;0;0;1
179;5091;238.62;10;6;1259;0.0335195531;learn data analytics  ;2024;11;24;4;1;48;1;1020.38;0.0351600864;1;0;0
143;5622;190.87;14;8;1400;0.0559440559;analytics for data    ;2024;11;17;4;1;47;1;1209.13;0.025435788;1;0;0
116;4538;221.74;23;9;1639;0.0775862069;data anaytics training;2024;11;24;4;1;48;1;1417.26;0.0255619216;0;0;1
89;3509;192.14;27;9;1564;0.1011235955;online data analytic  ;2024;11;12;4;3;46;0;1371.86;0.0253633514;1;0;0
96;3346;248.48;15;7;1118;0.0729166667;data analitics online ;2024;11;28;4;5;48;0;869.52;0.0286909743;0;0;1
193;4706;213.41;24;8;1058;0.0414507772;data analytics course ;2024;11;9;4;7;45;1;844.59;0.0410114747;0;0;1
122;3896;194.3;23;3;1355;0.0245901639;data analytics course ;2024;11;21;4;5;47;0;1160.7;0.0313141684;1;0;0
133;3332;201.59;14;7;1943;0.0526315789;data analytics course ;2024;11;15;4;6;46;0;1741.41;0.0399159664;0;1;0
177;5738;249.21;11;7;1435;0.0395480226;data anaytics training;2024;11;16;4;7;46;1;1185.79;0.030846985;1;0;0
162;5346;223.12;25;5;1052;0.0308641975;data analytics course ;2024;11;28;4;5;48;0;828.88;0.0303030303;0;0;1
182;5857;192.69;15;4;1384;0.021978022;data analytics course ;2024;11;2;4;7;44;1;1191.31;0.0310739286;0;0;1
154;4836;233.8;26;10;1838;0.0649350649;data analytics course ;2024;11;30;4;7;48;1;1604.2;0.0318444996;0;0;1
104;5291;186.93;19;10;1805;0.0961538462;data analytics course ;2024;11;29;4;6;48;0;1618.07;0.0196560197;0;1;0
101;4840;230.68;21;9;1556;0.0891089109;data anaytics training;2024;11;22;4;6;47;0;1325.32;0.0208677686;0;0;1
173;4246;202.95;27;3;1276;0.0173410405;learn data analytics  ;2024;11;29;4;6;48;0;1073.05;0.0407442299;0;1;0
186;5824;224.48;29;6;1882;0.0322580645;data analitics online ;2024;11;28;4;5;48;0;1657.52;0.0319368132;1;0;0
148;5952;186.32;14;4;1469;0.027027027;data analytics course ;2024;11;10;4;1;46;1;1282.68;0.0248655914;1;0;0
181;3691;229.14;25;10;1375;0.0552486188;analytics for data    ;2024;11;6;4;4;45;0;1145.86;0.049038201;1;0;0
110;4350;243.88;16;9;1157;0.0818181818;online data analytic  ;2024;11;15;4;6;46;0;913.12;0.0252873563;0;1;0
